biblioteca,departamento,nro_registro,domicilio,localidad,provincia,lat,long
Bib.Esc.Pop. Alfredo Veirave,San Fernando,3534,San Bernardo 1952 San Cayetano,Resistencia,Chaco,-27.451656,-58.986252
Bib. Esc. Pop. Padre A. de Barzana,San Fernando,3535,Av.25 de Mayo  Villa Elba,Resistencia,Chaco,-27.451656,-58.986252
Bib.Pop.Esc. Gob. Manuel Obligado,San Fernando,3543,La Sabana s/n  Villa Río Negro,Resistencia,Chaco,-27.451656,-58.986252
Bib.Pop.Pub. Juan Domingo Perón,San Fernando,3477,2 de Abril  Santa Inés,Resistencia,Chaco,-27.45953,-59.017551
Bib.Pop.Esc. Herminia C. Brumana,San Fernando,3432,Av.Rivadavia 230 ,Resistencia,Chaco,-27.445567,-58.984283
Bib.Pop.Esc. El principito,San Fernando,3437,Ayacucho 199 ,Resistencia,Chaco,-27.449533,-58.981333
Bib.Pop.Esc. Bartolomé Mitre,San Fernando,3446,Av.Sarmiento 831 ,Resistencia,Chaco,-27.444517,-58.979217
Bib.Pop.Esc. Juan Ramón Lestani,San Fernando,3450,Paraguay 4299 ,Barranqueras,Chaco,-27.485218,-58.938988
Bib.Pop.Pub. Evita,San Fernando,3453,Molina 615 ,Resistencia,Chaco,-27.454167,-59.000583
Bib.Pub. Pop. Josefa Lema de Urdapilleta,San Fernando,3418,La Cangaye 420 ,Resistencia,Chaco,-27.438317,-58.993617
Bib.Pub.Pop. Profesor N. Rojas Acosta,San Fernando,3343,Juan R. Lestani 522 ,Resistencia,Chaco,-27.447367,-58.9731
Bib. Pop. Esc. Lidia Guasti de Rodriguez,San Fernando,3345,Araza 1060 Villa Ercilia Oeste,Resistencia,Chaco,-27.454073,-59.005684
Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,San Fernando,3349,Av.Alberdi 2200 ,Resistencia,Chaco,-27.468859,-59.006149
Bib.Pop.Esc. Dr. J. A. Torres,San Fernando,3281,Av.Rivadavia 1700 ,Resistencia,Chaco,-27.434183,-58.996833
Bib.Pop. Hipólito Yrigoyen,San Fernando,3148,Monteagudo 155 ,Resistencia,Chaco,-27.454617,-58.979917
Bib. Pop. Juan B. Justo,San Fernando,3184,López y Planes 58 ,Resistencia,Chaco,-27.453033,-58.9833
Bib.Pub. Pop. Centenario de la creación del Chaco,San Fernando,3005,Hipólito Irigoyen 105 ,Puerto Vilelas,Chaco,-27.51125,-58.94095
Bib. Pop. Celmira Goncevat de Cabral,San Fernando,3009,Brown 1701 ,Resistencia,Chaco,-27.463317,-58.9692
Bib.Pop.Tec. Gral. Manuel Belgrano,San Fernando,2686,Av.Paraguay 410  ,Resistencia,Chaco,-27.4506,-58.978617
Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,San Fernando,2692,Julio A.Roca 158 ,Resistencia,Chaco,-27.450767,-58.98885
Bib.Pop. Esc. Remedios E. de San Martín,San Fernando,2608,Gerardo Varela 26 ,Resistencia,Chaco,-27.442369,-58.9804
Bib.Pop. Esc. Enrique Lynch Arribalzaga,San Fernando,2198,A.U.Illia 1990 Villa San Juan,Resistencia,Chaco,-27.468767,-58.97025
Bib.Pub. Pop. Bartolomé E. Pisarello,San Fernando,0992,Lapacho 382  ,Fontana,Chaco,-27.41638,-59.032291
Bib.Pop. Bernardino Rivadavia,San Fernando,0779,C. Pellegrini 80  ,Resistencia,Chaco,-27.452033,-58.98405
Bib. Esc. Pop.  Benjamín Zorrilla,San Fernando,0780,Sta.María de Oro 28 ,Resistencia,Chaco,-27.45065,-58.987617
Bib.Pub. Pop. Mariano Moreno,San Fernando,0783,Laprida 5600  ,Barranqueras,Chaco,-27.48604,-58.932758
Bib.Pop.Asoc.Amigos Escuela Nº 43,San Fernando,4313,Av.Las Piedras 5110 La Toma,Barranqueras,Chaco,-27.472333,-58.917483
Bib.Pub. Pop. Dr. José Ingenieros,San Lorenzo,2185,Moreno 59 ,Villa Berthet,Chaco,-27.289801,-60.413002
Bib.Pop.Pub. D.Capozzolo,Sgto Cabral,3549,Av.San Martín 478 ,Colonia Elisa,Chaco,-26.931932,-59.519407
Bib. Pop. Esc. Nº 223 Wolf Schcolnik,Sgto Cabral,3460,Planta Urbana  ,Capitán Solari,Chaco,-26.803267,-59.558633
Bib.Pub.Pop. Ricardo Güiraldes,Sgto Cabral,3000,Dr. Fleming S/N  ,Colonias Unidas,Chaco,-26.69952,-59.633789
Bib. Pop. Agustín Pujol,Biedma,3711,Anita Jones 44 ,Puerto Madryn,Chubut,-42.7549,-65.058433
Bib.Pop. Asunción Cobo,Biedma,3277,Avda. de las Ballenas 595  ,Puerto Piramides,Chubut,-42.57156,-64.27198
Asoc. Civil y BiB P Gral Martín Miguel de Güemes,Biedma,4180,Luis María Campos 776 ,Puerto Madryn,Chubut,-42.767583,-65.048583
Bib.Pop. General Manuel Belgrano,Biedma,4259,FRancisco L. Albarracín norte 3010 San Miguel,Puerto Madryn,Chubut,-42.76,-65.037917
BIb. Pop. D. Raúl Alfonsín,Biedma,4339,9 de julio 490 ,Puerto Madryn,Chubut,-42.769829,-65.038822
Bib.Pop. Gral. Don José Francisco de San Martín,Biedma,4326,Domecq García 306 Barrancas del Golfo,Puerto Madryn,Chubut,-42.76341,-65.04061
Bib. Pop. de Buenos Aires Chico-Niños Lectores,Cushamen,4161,Avda. Los Pioneros 684 ,El Maitén,Chubut,-42.052921,-71.174927
Bib.Pop. Rincón de Libros,Cushamen,4047,Lote 67  Paraje Rural Rincón de Lobos,El Hoyo,Chubut,-42.063317,-71.520083
Bib.Pop. El Maitén,Cushamen,3821,Guido 1014 ,El Maitén,Chubut,-42.051517,-71.163817
Bib.Pop. Angélica R. Nievas,Cushamen,3257,Los Picaflores s/n  Zona Urbana,Epuyén,Chubut,-42.234192,-71.350708
Bib.Pop. Lago Puelo,Cushamen,3037,Av.Los Notros s/n  ,Lago Puelo,Chubut,-42.0659,-71.602283
Bib. pop. Auca Lihuen de Villa El Blanco,Cushamen,4306,Centro Comunitario  Villa El Blanco,Cholila,Chubut,-42.5104,-71.428267
Bib.Pop. Elum Duham,Escalante,3899,Polonia 1782 San Cayetano,Comodoro Rivadavia,Chubut,-45.864834,-67.481476
Bib. Pop. Jorge Troncoso,Escalante,3506,Paraguay 650 Laprida,Comodoro Rivadavia,Chubut,-45.830367,-67.5401
Bib.Pop. Sofía Moll de Milton,Escalante,3316,Lamarque 585 Don Bosco Km.8,Comodoro Rivadavia,Chubut,-45.797133,-67.4246
Bib.Pop. Astra,Escalante,4331,Symeon Savino 1120 astra-KM. 2,Comodoro Rivadavia,Chubut,-45.733689,-67.491656
Bib. Pop. Perito Francisco Pascacio Moreno,Futaleufu,3773,Libertad 267 ,Trevelin,Chubut,-43.07922,-71.46431
Bib. Pop. Tolkeyén,Futaleufu,4249,Malvinas Argentinas 1850 Sargento Cabral,Esquel,Chubut,-42.914574,-71.302231
Bib.Pop. Ricardo J. Berwyn,Gaiman,3041,J. C. Evans 154 ,Gaiman,Chubut,-43.293938,-65.498079
Bib.Pop. D.F.Sarmiento,Gaiman,2414,Av. Gral. Roca 188 ,Dolavon,Chubut,-43.307719,-65.709568
Bib. Pop. Soldado Caído S. Antieco,Rawson,4143,Juan Goicochea 395 49 Sur,Rawson,Chubut,-43.292816,-65.086548
Bib.Pop. Kim Hue,Rawson,3835,José Berreta 1706 Barrio Planta de Gas,Trelew,Chubut,-43.245041,-65.285233
Bib.Pop. Benedicto Terrone,Rawson,3732,Alberdi 620 ,Trelew,Chubut,-43.25079,-65.297058
Bib.Pop. Manuel Porcel de Peralta,Rawson,3685,Uruguay 744 Barrio Sarmiento,Trelew,Chubut,-43.261442,-65.322412
Bib.Pop. Ceferino Namuncura,Rawson,3607,Ecuador 2386 Corradi,Trelew,Chubut,-43.251467,-65.319083
Bib.Pop. del Barrio Luis Vernet,Rawson,3378,Remedios de Escalada 937 Luis Vernet,Rawson,Chubut,-43.298133,-65.096567
Bib.Pop. José Hernández,Rawson,3355,Oscar Smith 845 29 Viviendas,Trelew,Chubut,-43.236366,-65.301941
Bib.Pop. Asencio Abeijon,Rawson,3235,Avda. Guillermo Rawson 1200 ,Playa Unión,Chubut,-43.317001,-65.044029
Bib.Pop. Gonzalo Delfino,Rawson,3244,Uruguay 146 Progreso,Trelew,Chubut,-43.254917,-65.324158
Bib.Pop. Raúl Scalabrini Ortíz,Rawson,3202,Pje.J.M.Thomas 145 ,Trelew,Chubut,-43.262547,-65.290237
Bib.Pop. Agustín Alvarez,Rawson,1819,San Martín y Fontana 38 ,Trelew,Chubut,-43.252483,-65.305917
Bib.Pop. Mariano Moreno,Sarmiento,2551,Uruguay y San Martín  ,Sarmiento,Chubut,-45.588383,-69.06945
Bib.Pop. José de San Martín,Tehuelches,3402,JUan Bellocq y Belgrano s/n  ,José de San Martín,Chubut,-44.050083,-70.467217
Bib. Pop. Juan M. de Pueyrredón,Tehuelches,2453,Av. J. A. Roca  y Aguado  ,Gobernador Costa,Chubut,-44.047240,-70.598119
Bib.Pop. Narlu Owen,Telsen,3584,Av.Omar A.Montenegro s/n  ,Gan-Gan,Chubut,-42.521117,-68.2851
Bib.Pop. Osvaldo Bayer,,4324,San Martín  ,Tecka,Chubut,-43.492433,-70.811883
Bib.Pop. Arroyo Baru,Colon,4239,Av.  Francisco  Barú s/n  ,Arroyo Barú,Entre Ríos,-31.868019,-58.446705
Bib.Pop. Ubajay,Colon,3482,Ceibal y Los Alisos  ,Ubajay,Entre Ríos,-31.7925,-58.3152
Bib.Pop. Fábrica Colón,Colon,1251,Centro Cívico  ,Pueblo Liebig,Entre Ríos,-32.151062,-58.190578
Bib.Pop. Gral. Mitre,Colon,0381,Av.Mitre 1160  ,Villa Elisa,Entre Ríos,-32.16495,-58.402933
Bib.Pop. Gral. Urquíza,Colon,0387,25 de Mayo 1833 ,San José,Entre Ríos,-32.209324,-58.218864
Bib.Pop. Fiat Lux,Colon,0306,12 de Abril 208 ,Colón,Entre Ríos,-32.2205,-58.137233
Bib. Pop. Casa 7,Colon,4409,Rufino Mir 465  San Francisco,colon,Entre Ríos,-32.236461455773046, -58.14508516075199
Bib.Pop. Tierra de Inmigrantes,Concordia,4189,Helena L. de Roffo 1021 ,Los Charrúas,Entre Ríos,-31.1698,-58.184883
Bib.Pop. Carlos Reyes Miggoni,Concordia,3589,Ituzaingó 880 ,Concordia,Entre Ríos,-31.391467,-58.02575
Bib.Pop. Amelia Podesta de Gorostiaga,Concordia,0392,Bolivia 581 ,Concordia,Entre Ríos,-31.399367,-58.0084
Bib.Pop. Olegario V. Andrade,Concordia,0319,1º de Mayo 141 ,Concordia,Entre Ríos,-31.398083,-58.015933
Bib.Pop. Diamante,Diamante,0324,Eva Perón 628 ,Diamante,Entre Ríos,-32.068583,-60.63675
Bib.Pop. Luis Lorenzo Etchevehere,Diamante,0334,Avellaneda 26 EStación del Ferrocarril,General Ramirez,Entre Ríos,-32.173167,-60.197317
Bib. Pop. Estación Puiggari Asociación Civil,Diamante,4378,San Martin 415 Puiggari,Libertador San Martín,Entre Ríos,-32.054004,-60.446073
Bib.Pop. Urquíza,Federacion,0385,Av.Belgrano 1375  ,Chajarí,Entre Ríos,-30.7571,-57.981717
Bib.Pop. Rivadavia,Federacion,0338,Av. Entre Ríos 67 ,Federación,Entre Ríos,-30.98515,-57.920767
Bib. Pop.  José Zubiaur,Federacion,2596,Cupertino Otaño 633 ,Santa Ana,Entre Ríos,-30.899662,-57.931795
Bib. Pop. del Saber,Federacion,4355,Ex Estación del Ferrocarril  Céntrico,Los Conquistadores,Entre Ríos,-30.590940,-58.468041
Bib.Pop. D.F.Sarmiento,Federal,0382,Paraná 460 ,Federal,Entre Ríos,-30.956567,-58.7789
Conscripto Bernardi,Federal,4396,San Juan 162 ,Conscripto Bernardi,Entre Ríos,-31.046874,-59.084576
Bib.Pop. Luz de provincia,Gualeguay,3614,López Jordan 240 ,General Galarza,Entre Ríos,-32.718333,-59.391317
Bib.Pop. Carlos Mastronardi,Gualeguay,0342,25 de Mayo 414 ,Gualeguay,Entre Ríos,-33.149633,-59.3126
Bib.Pop. Manuel Belgrano,Gualeguaychu,4240,Larroque s/n  ,Pueblo General Belgrano,Entre Ríos,-33.010277,-58.514168
Bib.Pop. Rodolfo A. García,Gualeguaychu,2862,Corrientes 223 ,Gualeguaychú,Entre Ríos,-33.005583,-58.5234
Bib.Pop. Francisco H. López Jordan,Gualeguaychu,2266,25 de Mayo 1399 ,Gualeguaychú,Entre Ríos,-33.009917,-58.525783
Bib.Pop. Juan Bautista Alberdi,Gualeguaychu,1201,Islas Malvinas 133 ,Larroque,Entre Ríos,-33.034531,-59.007193
Bib.Pop. Sarmiento,Gualeguaychu,0341,San Martín 900 ,Gualeguaychú,Entre Ríos,-33.010167,-58.516917
Bib.Pop. Urdinarrain,Gualeguaychu,0375,Av.Libertad 353 (y A.del Valle  ,Urdinarrain,Entre Ríos,-32.68605,-58.889983
Bib.Pop. Olegario V. Andrade,Gualeguaychu,0340,Camila Nievas 78  ,Gualeguaychú,Entre Ríos,-33.009717,-58.50925
Bib. Pop. Sandor Mikler,Islas Del Ibicuy,3798,Av. Entre Ríos 286 ,Villa Paranacito,Entre Ríos,-33.7164,-58.65725
Bib.Pop. Santa Elena,La Paz,3401,Belgrano s/n (y Antolin J.Mauri  ,Santa Elena,Entre Ríos,-30.939733,-59.7894
Bib.Pop.Esc. Urquiza,La Paz,0370,Belgrano 457  Belgrano,Santa Elena,Entre Ríos,-30.946933,-59.795467
Bib.Pop. D.F.Sarmiento,La Paz,0330,Presidente Perón 37 ,Bovril,Entre Ríos,-31.343397,-59.44575
Bib.Pop.Genuina Leandro Alem,Nogoya,3608,Raúl Uranga y Laurencena  ,Aranguren,Entre Ríos,-32.244333,-60.16045
Bib.Pop. Gaspar Benavento,Nogoya,3441,Fray J.S.María de Oro 1150 ,Lucas Gonzalez,Entre Ríos,-32.3848,-59.52855
Bib.Pop. La vieja estación,Nogoya,3290,Gobernadores Entrerrianos 638 ,Hernández,Entre Ríos,-32.336117,-60.025067
Bib. Pop. Fermin Chavez,Nogoya,0354,Caseros 951 ,Nogoyá,Entre Ríos,-32.398567,-59.787567
Bib.Pop. Caminantes,Parana,4111,Gobernador Antelo 1345 ,Paraná,Entre Ríos,-31.762189,-60.493605
Bib.Pop. Sebastián Ger Villacampa,Parana,4350,3 de febrero 246 Centro,Hasenkamp,Entre Ríos,-31.51215,-59.834435
Bib.Pop. Presidente Avellaneda,Parana,4043,Mariano Moreno 2690 San Miguel,Colonia Avellaneda,Entre Ríos,-31.763683,-60.40985
Bib. Pop. San José de Cupertino,Parana,4054,Quirós 1627 San Sebastían,San Benito,Entre Ríos,-31.773467,-60.4332
Bib.Pop. y Costurero Laura Vicuña,Parana,4000,El Patí  Los Arenales,Paraná,Entre Ríos,-31.74132,-60.511547
Bib.Pop. Los Aromos,Parana,3751,División de los Andes 1131 ,Paraná,Entre Ríos,-31.76005,-60.515817
Bib.Pop. Dr. Julio Vitor,Parana,3511,Sarmiento 367 ,Viale,Entre Ríos,-31.868417,-60.0109
Bib.Pop. Orientación,Parana,1615,Humberto A. Seri 1105 ,Crespo,Entre Ríos,-32.0333,-60.30645
Bib.Pop. Del Paraná,Parana,0355,Buenos Aires 256  ,Paraná,Entre Ríos,-31.728933,-60.530233
Bib. Pop. Teresita Yugdar,Parana,4297,Sargento Cabral 476 ,Seguí,Entre Ríos,-31.956,-60.126633
Bib.Pop Fermin Chavez,Parana,4401,Andres Pazos 35 ,parana,Entre Ríos,-31.731267004372686,-60.52887975337070
Bib. Pop. Luis Alberto Perez,Parana,4413,Bellavista S/N  ,Pueblo Brugo,Entre Ríos,-31.388496596236998,-60.09287650279811
Bib.Pop. Mario Domingo Carruego,Tala,0401,Gualeguaychu 433  ,Macia,Entre Ríos,-32.176008,-59.398034
Bib. Pop.Julian Monzon,Tala,0364,Roque Sáenz Peña 328 Centro,Rosario del Tala,Entre Ríos,-32.2999022,-59.1404477
Bib.Pop. Páginas Mías,Uruguay,4164,San Martín 753 ,Santa Anita,Entre Ríos,-32.173583,-58.78365
Bib. Pop. Julián Herrera,Uruguay,4146,Luis Signes 333 ,Herrera,Entre Ríos,-32.433567,-58.633317
Bib.Pop. Luz obrera,Uruguay,0886,Podesta 982 ,Basavilbaso,Entre Ríos,-32.3743,-58.8779
Bib.Pop. El porvenir,Uruguay,0303,San Martín 782 ,Concepción del Uruguay,Entre Ríos,-32.485567,-58.233367
Bib. Pop. San Justo,Uruguay,4359,Boulevard 1° de Mayo  Centro,San Justo,Entre Ríos,-32.445567,-58.436233
Bib. Pop. Estación Cultural,Uruguay,4388,Calle Pública  Ex Estación FFCC,Villa San Marcial,Entre Ríos,-32.176947154636785,-58.9244278448
Bib.Pop. Bartolomé Mitre,Villaguay,0383,San Martín 230 ,Villaguay,Entre Ríos,-31.867833,-59.02755
Bib.Pop. Primer Presidente Bernardino Rivadavia,Villaguay,0384,Moreno (Escuela Sup.Nº 1) 650 ,Villaguay,Entre Ríos,-31.864033,-59.029567
Bib.Pop. D.F.Sarmiento,Villaguay,0328,Rivadavia 1482 ,Villa Dominguez,Entre Ríos,-31.986183,-58.958967
Bib.Pop. Ser protagonistas,San Salvador,4078,8 de junio 268 ,General Campos,Entre Ríos,-31.525967,-58.402783
Bib. Pop. José Hernández,San Salvador,3917,Ramirez y Primera Junta  ,San Salvador,Entre Ríos,-31.623883,-58.50115
Bib.Pop. J. J. de Urquiza,,3943,Arturo Illia y 2 de Abril  ,Irazusta,Entre Ríos,-32.927833,-58.954483
Bib.Pop. San José de Cupertino,Formosa,3636,Manz.16-Parcelas 1.2.3  E.Perón,Formosa,Formosa,-26.185202,-58.175369
Bib. Pop. Margarita Diez,Formosa,3433,J.de los Santos 1151 J.M.de Rosas,Formosa,Formosa,-26.169817,-58.193383
Bib.Pop. María Blanca B. de Simonotto,Formosa,3330,Francisca Zambonini de Zambrini 651 ,Formosa,Formosa,-26.18675,-58.17515
Bib.Pop. Armando de Vita y Lacerra,Formosa,3179,Av.Italia S/N  2 de Abril,Formosa,Formosa,-26.181683,-58.222833
Bib.Pop. Dr. M. Ruiz Moreno,Formosa,0787,J. M. Uriburu 241  ,Formosa,Formosa,-26.184,-58.166167
Bib.Pop. San Francisco de Laishi,Laishi,3180,Paraguay 859 Villa Jardin,San Francisco de Laishi,Formosa,-26.243267,-58.630767
Bib.Pop. Escritores Formoseños,Patiño,3314,Rivadavia y Fortín Yunka  ,Villa General Güemes,Formosa,-24.754299,-59.488682
Bib. Pop. Dra. María Cristina Balbuena,Pilcomayo,3955,Buenos Aires s/n  San Cayetano,Clorinda,Formosa,-25.2918,-57.70955
Bib. Pop. Dr. Tirso Peña,Pilcomayo,3516,Saavedra - Mzna.50B 645 Belgrano,Clorinda,Formosa,-25.2805,-57.730617
Bib. Pop. Pedro Castagne,Pirane,3761,Tucumán 315 ,El Colorado,Formosa,-26.30575,-59.371217
Bib.Pub. Pop. San Antonio,Pirane,3387,Neuquén 650 ,Pirané,Formosa,-25.731883,-59.117633
Bib.Pop.Pub.Mun. Don José F.de San Martín,Pirane,2974,R.Saenz Peña y San Lorenzo  ,Pirané,Formosa,-25.73355,-59.103717
Bib. Pop. Crear y Ser,Cochinoca,3976,Senador Martiarenas s/n  ,Barrancas Abdón Castro Tolay,Jujuy,-23.342517,-66.090467
Bib.Pop. Rosario Tolaba,Cochinoca,3721,Soberania Nacional  ,Puesto del Marques,Jujuy,-22.537483,-65.697783
Bib.Pop. Mariano Valle,Cochinoca,3462,Gobernador Tello 40 ,Abra Pampa,Jujuy,-22.72205,-65.698
Bib.Pop. El futuro de los niños,Dr Manuel Belgrano,4275,Talcahuano 1906 San Guillermo,San Salvador de Jujuy,Jujuy,-24.20455,-65.287483
Bib.Pop. Campo Verde,Dr Manuel Belgrano,4098,Mza 13 Lote 18  9 de Julio,San Salvador de Jujuy,Jujuy,-24.185785,-65.299477
Bib. Pop. Leer te ayuda a crecer,Dr Manuel Belgrano,3657,Machuca 32 Cnel.Arias,San Salvador de Jujuy,Jujuy,-24.205803,-65.295924
Bib.Pop. de Jujuy,Dr Manuel Belgrano,0766,Belgrano 652 ,San Salvador de Jujuy,Jujuy,-24.185262,-65.302190
Asoc.de Amigos Bib.Mun. y Pop. Carlos Juárez,El Carmen,3627,Argañaraz 199 ,Perico,Jujuy,-24.383483,-65.115983
Bib.Pop. Domingo T. Pérez,El Carmen,0763,Sarmiento 334 ,El Carmen,Jujuy,-24.390083,-65.261733
Bib.Pop. San Marcelino,Ledesma,4172,Posta de Hornillos Mza 402 Lote 9  San Lorenzo,Libertador G.San Martín,Jujuy,-23.81945,-64.790077
Bib.Pop. José Ingenieros,Ledesma,3185,Avda. Santa Fe 530 Centro,Caimancito,Jujuy,-23.740117,-64.594117
Bib.Pop. Bartolomé Mitre,Ledesma,0913,Av.Libertad esq.Independencia  Centro,Libertador G.San Martín,Jujuy,-23.817317,-64.792333
Bib.Pop. D.F.Sarmiento,Ledesma,0770,Herminio Arrieta 125 ,Libertador G.San Martín,Jujuy,-23.81945,-64.790077
Bib.Pop.Mun. Antonio Paleari,Palpala,3263,Mina 9 de octubre s/n  Santa  Bárbara A,Palpalá,Jujuy,-24.2578,-65.215733
Bib.Pop. Virgen de Río Blanco,Palpala,3183,1º de Mayo 72 Gral.San Martín,Río Blanco,Jujuy,-24.22765,-65.238233
Bib.Pop. Coronel Hilarion de la Quintana,San Antonio,1198,Sarmiento  ,San Antonio,Jujuy,-24.367033,-65.336767
Bib.Pop. D.F.Sarmiento,San Pedro,0771,Alberdi 391 ,San Pedro de Jujuy,Jujuy,-24.2279,-64.8659
Bib.Pop. José Hernández,Santa Barbara,3275,Av.J.J.Castro s/n esq.J.Hernández  ,Santa Clara,Jujuy,-24.307772,-64.659317
Bib. Pop. de Susques,Susques,4163,Catamarca s/n  ,Susques,Jujuy,-23.399617,-66.366233
Bib.Pop. Bartolomé Mitre,Tilcara,1260,Rivadavia 378 ,Tilcara,Jujuy,-23.577733,-65.393267
Bib.Pop. Viltipoco,Tumbaya,3276,Rivadavia  ,Purmamarca,Jujuy,-23.746367,-65.499
Bib.Pop. La Unión Aspirante de Yavi,Yavi,0772,Reconquista  ,Yavi,Jujuy,-22.130267,-65.461833
Bib.Pop. de Monterrico,,3219,Belgrano 652 San José,Monterrico - San José,Jujuy,-24.439467,-65.165783
Bib.Pop. y C. Cult. Niños Pájaros,,4267,"Pampa Blanca, Mza.307 Lte.13, Sector B5  Barrio Alto Comedero",San Salvador de Jujuy,Jujuy,-24.248866,-65.260088
Bib.Pop. Edgar Morisoli,Capital,4124,Victor Lordi 73 ,Santa Rosa,La Pampa,-36.627717,-64.304817
Bib. Pop. Rodolfo de Diego,Capital,3737,Hipólito Yrigoyen 162 ,Santa Rosa,La Pampa,-36.619917,-64.289117
Bib.Pop. Raúl Isidoro D'Atri,Capital,3377,Río de la Plata 1320 ,Santa Rosa,La Pampa,-36.600867,-64.2996
Bib.Pop. Manuel P.Rodriguez Un N.H.P/la Cult.,Capital,3386,Oliver (ex Estación del Ferrocarril)  ,Anguil,La Pampa,-36.528617,-64.00965
Bib.Pop. Clemente J. Andrada,Capital,2317,Av. San Martín (O) y Villegas  Centro,Santa Rosa,La Pampa,-36.620716,-64.295188
BIb. Pop. Teresa Pérez,Capital,4251,Gandhi 550 Barrio Escondido,Santa Rosa,La Pampa,-36.655567,-64.275117
Bib.Pop. Miguel Angel Gomez Drumell,Capital,4270,Blanco Encalada y Corona Martinez  Edificio Comisión Vecinal,Santa Rosa,La Pampa,-36.603533,-64.274867
Bib. Pop. Malvinas Argentinas,Capital,4345,Callaqueo esq. Giachino  Malvinas Argentinas,Santa Rosa,La Pampa,-36.585049,-64.288675
Bib.Pop. Profesor H. Eros D .N. Siri,Atreuco,3251,Parodi 188 ,Macachín,La Pampa,-37.134833,-63.667767
Bib.Pop. Martín Fierro,Atreuco,3215,Francisco Lizaso 512 ,Doblas,La Pampa,-37.1495,-64.009483
Bib.Pop. Bernardino Rivadavia,Atreuco,2137,Avda. San Martín 422  ,Miguel Riglos,La Pampa,-36.85205,-63.688717
Asoc. Bip. Esc.  Pop.,Atreuco,1990,Libertad s/n  ,Rolón,La Pampa,-37.167083,-63.417317
Bib. Pop. Joaquín Anchorena,Atreuco,4300,Rivadavia 267 .,Tomás Manuel de Anchorena,La Pampa,-36.839783,-63.522067
Bib.Pop. La Adela,Caleu Caleu,3279,Pje.Chubut 38 ,La Adela,La Pampa,-38.98575,-64.089483
Bib. Pop. Olga Orozco,Catrilo,3839,Avellaneda 351 ,Catriló,La Pampa,-36.406733,-63.42545
Bib.Pop. Noemí Gavilán de Tarquini,Catrilo,3722,Estanislao Zeballos s/n  ,Uriburu,La Pampa,-36.50605,-63.860233
Bib.Pop. María Rubio de Bada,Catrilo,3321,Alem 533 ,Lonquimay,La Pampa,-36.46945,-63.6224
Bib.Pop. Francisco Ceballos,Chapaleufu,3382,Lib.Gral.San Martín s/n  ,Ceballos,La Pampa,-35.290317,-63.777117
Bib.Pop. Chapaleufu,Chapaleufu,3214,Pte. Illia 198 ,Bernardo Larroude,La Pampa,-35.024517,-63.579117
Bib.Pop. Renovación,Chapaleufu,2679,25 de Mayo 1208 ,Intendente Alvear,La Pampa,-35.23165,-63.591417
Bib.Pop. Ricardo Güiraldes,Chapaleufu,1499,Sarmiento 359 ,Vértiz,La Pampa,-35.427117,-63.9109
Bib. Pop. La Huella,Chapaleufu,4287,Avda. Belgrano 82 ,Coronel Hilario Lagos,La Pampa,-35.02415,-63.91215
Bib. Pop. Faustino Casimiro Bustos,Conhelo,3617,9 de Julio  ,Conhelo,La Pampa,-36.001083,-64.595467
Bib.Pop. Juan Ricardo Nervi,Conhelo,3181,José Florez 12 ,Mauricio Mayer,La Pampa,-36.210083,-64.031933
Bib.Pop. Asoc.Ex-Alumnos Escuela Nº43 y Bib.Pop.,Conhelo,2316,Gobernador Duval 271 ,Monte Nievas,La Pampa,-35.86165,-64.153883
Bib.Pop. Manuel Lej,Conhelo,1646,9 de Julio 501 ,Winifreda,La Pampa,-36.226917,-64.232483
Bib.Pop. María Elena Walsh,Guatrache,3563,España 64 ,General Manuel J. Campos,La Pampa,-37.460683,-63.583317
Bib. Pop. José Barbero,Guatrache,3416,San Martin 318 ,Santa Teresa,La Pampa,-37.566666,-63.416668
Bib.Pop.Mun. Alpachiri,Guatrache,3250,J.J.Urquiza 275 ,Alpachiri,La Pampa,-37.37555,-63.774083
Bib.Pop. Almafuerte,Guatrache,2259,Sarmiento 250 ,Guatrache,La Pampa,-37.669783,-63.531567
Bib.Pop. Florentino Ameghino,Guatrache,0806,Sarmiento 250 ,Guatrache,La Pampa,-37.669783,-63.531567
Bib.Pop. de Abramo,Hucal,3874,Bv. Belgrano 313 ,Abramo,La Pampa,-37.895033,-63.849867
Bib.Pop. María E. Fernández de Falciola,Hucal,3309,Rivadavia 165 ,Jacinto Arauz,La Pampa,-38.083933,-63.42935
Bib.Pop. Mariano Moreno,Hucal,2786,Urquiza 477 ,Bernasconi,La Pampa,-37.903533,-63.7497
Bib.Pop. Aristóbulo del Valle,Hucal,0883,Gob.Virasoro 231 Casilla 7  ,General San Martín,La Pampa,-37.97935,-63.6032
Bib. Pop. Walter Cazenave,Lihuel Calel,3618,Velma Toscano s/n  ,Cuchillo co,La Pampa,-38.334167,-64.642117
Bib. Pop. Carro quemado,Loventue,3546,Fermín Huarte 376 ,Carro Quemado,La Pampa,-36.475633,-65.343367
Bib.Pop. Bartolomé Mitre,Loventue,0815,Calle 17 Nº 861  ,Victorica,La Pampa,-36.217567,-65.436617
